exposure,ratio_bucket,month,fund_count,exposure_type
Including IRDs,"[3,5)",2022-12,163,LNE_excl_IRD
Including IRDs,"[5,10)",2022-12,189,LNE_excl_IRD
Including IRDs,10 or more,2022-12,336,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2022-12,3188,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2022-12,371,LNE_excl_IRD
Excluding IRDs,"[3,5)",2022-12,89,LNE_excl_IRD
Excluding IRDs,"[5,10)",2022-12,224,LNE_excl_IRD
Excluding IRDs,10 or more,2022-12,179,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-01,3045,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-01,402,LNE_excl_IRD
Including IRDs,"[3,5)",2023-01,136,LNE_excl_IRD
Including IRDs,"[5,10)",2023-01,204,LNE_excl_IRD
Including IRDs,10 or more,2023-01,373,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-01,3292,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-01,318,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-01,106,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-01,237,LNE_excl_IRD
Excluding IRDs,10 or more,2023-01,206,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-02,3051,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-02,400,LNE_excl_IRD
Including IRDs,"[3,5)",2023-02,106,LNE_excl_IRD
Including IRDs,"[5,10)",2023-02,227,LNE_excl_IRD
Including IRDs,10 or more,2023-02,380,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-02,3290,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-02,319,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-02,105,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-02,242,LNE_excl_IRD
Excluding IRDs,10 or more,2023-02,206,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-03,3049,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-03,411,LNE_excl_IRD
Including IRDs,"[3,5)",2023-03,113,LNE_excl_IRD
Including IRDs,"[5,10)",2023-03,225,LNE_excl_IRD
Including IRDs,10 or more,2023-03,365,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-03,3311,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-03,304,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-03,120,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-03,230,LNE_excl_IRD
Excluding IRDs,10 or more,2023-03,198,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-04,3089,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-04,411,LNE_excl_IRD
Including IRDs,"[3,5)",2023-04,138,LNE_excl_IRD
Including IRDs,"[5,10)",2023-04,182,LNE_excl_IRD
Including IRDs,10 or more,2023-04,391,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-04,3326,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-04,330,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-04,117,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-04,223,LNE_excl_IRD
Excluding IRDs,10 or more,2023-04,214,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-05,3091,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-05,406,LNE_excl_IRD
Including IRDs,"[3,5)",2023-05,130,LNE_excl_IRD
Including IRDs,"[5,10)",2023-05,189,LNE_excl_IRD
Including IRDs,10 or more,2023-05,394,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-05,3309,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-05,335,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-05,102,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-05,181,LNE_excl_IRD
Excluding IRDs,10 or more,2023-05,284,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-06,3105,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-06,355,LNE_excl_IRD
Including IRDs,"[3,5)",2023-06,170,LNE_excl_IRD
Including IRDs,"[5,10)",2023-06,184,LNE_excl_IRD
Including IRDs,10 or more,2023-06,395,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-06,3289,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-06,342,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-06,113,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-06,186,LNE_excl_IRD
Excluding IRDs,10 or more,2023-06,280,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-07,3111,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-07,384,LNE_excl_IRD
Including IRDs,"[3,5)",2023-07,167,LNE_excl_IRD
Including IRDs,"[5,10)",2023-07,179,LNE_excl_IRD
Including IRDs,10 or more,2023-07,414,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-07,3288,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-07,378,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-07,123,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-07,167,LNE_excl_IRD
Excluding IRDs,10 or more,2023-07,299,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-08,3109,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-08,406,LNE_excl_IRD
Including IRDs,"[3,5)",2023-08,151,LNE_excl_IRD
Including IRDs,"[5,10)",2023-08,176,LNE_excl_IRD
Including IRDs,10 or more,2023-08,415,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-08,3304,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-08,364,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-08,96,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-08,186,LNE_excl_IRD
Excluding IRDs,10 or more,2023-08,305,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-09,3112,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-09,384,LNE_excl_IRD
Including IRDs,"[3,5)",2023-09,157,LNE_excl_IRD
Including IRDs,"[5,10)",2023-09,177,LNE_excl_IRD
Including IRDs,10 or more,2023-09,425,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-09,3291,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-09,383,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-09,97,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-09,191,LNE_excl_IRD
Excluding IRDs,10 or more,2023-09,294,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-10,3145,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-10,319,LNE_excl_IRD
Including IRDs,"[3,5)",2023-10,153,LNE_excl_IRD
Including IRDs,"[5,10)",2023-10,205,LNE_excl_IRD
Including IRDs,10 or more,2023-10,425,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-10,3328,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-10,320,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-10,112,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-10,180,LNE_excl_IRD
Excluding IRDs,10 or more,2023-10,308,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-11,3145,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-11,273,LNE_excl_IRD
Including IRDs,"[3,5)",2023-11,188,LNE_excl_IRD
Including IRDs,"[5,10)",2023-11,169,LNE_excl_IRD
Including IRDs,10 or more,2023-11,473,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-11,3333,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-11,298,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-11,125,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-11,182,LNE_excl_IRD
Excluding IRDs,10 or more,2023-11,309,LNE_excl_IRD
Including IRDs,"(0,1.5)",2023-12,3137,LNE_excl_IRD
Including IRDs,"[1.5,3)",2023-12,290,LNE_excl_IRD
Including IRDs,"[3,5)",2023-12,162,LNE_excl_IRD
Including IRDs,"[5,10)",2023-12,239,LNE_excl_IRD
Including IRDs,10 or more,2023-12,420,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2023-12,3308,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2023-12,325,LNE_excl_IRD
Excluding IRDs,"[3,5)",2023-12,118,LNE_excl_IRD
Excluding IRDs,"[5,10)",2023-12,173,LNE_excl_IRD
Excluding IRDs,10 or more,2023-12,323,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-01,3242,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-01,347,LNE_excl_IRD
Including IRDs,"[3,5)",2024-01,177,LNE_excl_IRD
Including IRDs,"[5,10)",2024-01,186,LNE_excl_IRD
Including IRDs,10 or more,2024-01,443,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-01,3426,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-01,359,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-01,109,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-01,170,LNE_excl_IRD
Excluding IRDs,10 or more,2024-01,331,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-02,3241,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-02,299,LNE_excl_IRD
Including IRDs,"[3,5)",2024-02,185,LNE_excl_IRD
Including IRDs,"[5,10)",2024-02,215,LNE_excl_IRD
Including IRDs,10 or more,2024-02,456,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-02,3434,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-02,315,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-02,149,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-02,168,LNE_excl_IRD
Excluding IRDs,10 or more,2024-02,329,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-03,3226,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-03,281,LNE_excl_IRD
Including IRDs,"[3,5)",2024-03,232,LNE_excl_IRD
Including IRDs,"[5,10)",2024-03,204,LNE_excl_IRD
Including IRDs,10 or more,2024-03,451,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-03,3412,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-03,280,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-03,180,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-03,208,LNE_excl_IRD
Excluding IRDs,10 or more,2024-03,315,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-04,3314,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-04,297,LNE_excl_IRD
Including IRDs,"[3,5)",2024-04,182,LNE_excl_IRD
Including IRDs,"[5,10)",2024-04,204,LNE_excl_IRD
Including IRDs,10 or more,2024-04,452,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-04,3508,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-04,254,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-04,212,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-04,154,LNE_excl_IRD
Excluding IRDs,10 or more,2024-04,322,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-05,3303,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-05,294,LNE_excl_IRD
Including IRDs,"[3,5)",2024-05,173,LNE_excl_IRD
Including IRDs,"[5,10)",2024-05,225,LNE_excl_IRD
Including IRDs,10 or more,2024-05,454,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-05,3489,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-05,302,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-05,200,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-05,118,LNE_excl_IRD
Excluding IRDs,10 or more,2024-05,340,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-06,3284,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-06,324,LNE_excl_IRD
Including IRDs,"[3,5)",2024-06,202,LNE_excl_IRD
Including IRDs,"[5,10)",2024-06,191,LNE_excl_IRD
Including IRDs,10 or more,2024-06,448,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-06,3474,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-06,322,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-06,185,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-06,125,LNE_excl_IRD
Excluding IRDs,10 or more,2024-06,344,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-07,3445,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-07,301,LNE_excl_IRD
Including IRDs,"[3,5)",2024-07,181,LNE_excl_IRD
Including IRDs,"[5,10)",2024-07,203,LNE_excl_IRD
Including IRDs,10 or more,2024-07,489,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-07,3633,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-07,320,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-07,141,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-07,170,LNE_excl_IRD
Excluding IRDs,10 or more,2024-07,355,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-08,3420,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-08,336,LNE_excl_IRD
Including IRDs,"[3,5)",2024-08,238,LNE_excl_IRD
Including IRDs,"[5,10)",2024-08,132,LNE_excl_IRD
Including IRDs,10 or more,2024-08,494,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-08,3665,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-08,285,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-08,167,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-08,153,LNE_excl_IRD
Excluding IRDs,10 or more,2024-08,350,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-09,3421,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-09,322,LNE_excl_IRD
Including IRDs,"[3,5)",2024-09,215,LNE_excl_IRD
Including IRDs,"[5,10)",2024-09,160,LNE_excl_IRD
Including IRDs,10 or more,2024-09,501,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-09,3664,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-09,248,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-09,197,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-09,147,LNE_excl_IRD
Excluding IRDs,10 or more,2024-09,365,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-10,3343,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-10,325,LNE_excl_IRD
Including IRDs,"[3,5)",2024-10,214,LNE_excl_IRD
Including IRDs,"[5,10)",2024-10,166,LNE_excl_IRD
Including IRDs,10 or more,2024-10,515,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-10,3600,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-10,249,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-10,183,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-10,112,LNE_excl_IRD
Excluding IRDs,10 or more,2024-10,417,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-11,3322,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-11,326,LNE_excl_IRD
Including IRDs,"[3,5)",2024-11,228,LNE_excl_IRD
Including IRDs,"[5,10)",2024-11,149,LNE_excl_IRD
Including IRDs,10 or more,2024-11,537,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-11,3544,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-11,288,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-11,186,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-11,133,LNE_excl_IRD
Excluding IRDs,10 or more,2024-11,412,LNE_excl_IRD
Including IRDs,"(0,1.5)",2024-12,3324,LNE_excl_IRD
Including IRDs,"[1.5,3)",2024-12,314,LNE_excl_IRD
Including IRDs,"[3,5)",2024-12,248,LNE_excl_IRD
Including IRDs,"[5,10)",2024-12,140,LNE_excl_IRD
Including IRDs,10 or more,2024-12,536,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2024-12,3542,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2024-12,249,LNE_excl_IRD
Excluding IRDs,"[3,5)",2024-12,246,LNE_excl_IRD
Excluding IRDs,"[5,10)",2024-12,123,LNE_excl_IRD
Excluding IRDs,10 or more,2024-12,400,LNE_excl_IRD
Including IRDs,"(0,1.5)",2025-01,3434,LNE_excl_IRD
Including IRDs,"[1.5,3)",2025-01,323,LNE_excl_IRD
Including IRDs,"[3,5)",2025-01,208,LNE_excl_IRD
Including IRDs,"[5,10)",2025-01,180,LNE_excl_IRD
Including IRDs,10 or more,2025-01,545,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2025-01,3648,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2025-01,278,LNE_excl_IRD
Excluding IRDs,"[3,5)",2025-01,186,LNE_excl_IRD
Excluding IRDs,"[5,10)",2025-01,161,LNE_excl_IRD
Excluding IRDs,10 or more,2025-01,416,LNE_excl_IRD
Including IRDs,"(0,1.5)",2025-02,3427,LNE_excl_IRD
Including IRDs,"[1.5,3)",2025-02,323,LNE_excl_IRD
Including IRDs,"[3,5)",2025-02,219,LNE_excl_IRD
Including IRDs,"[5,10)",2025-02,194,LNE_excl_IRD
Including IRDs,10 or more,2025-02,527,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2025-02,3621,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2025-02,266,LNE_excl_IRD
Excluding IRDs,"[3,5)",2025-02,212,LNE_excl_IRD
Excluding IRDs,"[5,10)",2025-02,204,LNE_excl_IRD
Excluding IRDs,10 or more,2025-02,386,LNE_excl_IRD
Including IRDs,"(0,1.5)",2025-03,3441,LNE_excl_IRD
Including IRDs,"[1.5,3)",2025-03,298,LNE_excl_IRD
Including IRDs,"[3,5)",2025-03,240,LNE_excl_IRD
Including IRDs,"[5,10)",2025-03,175,LNE_excl_IRD
Including IRDs,10 or more,2025-03,537,LNE_excl_IRD
Excluding IRDs,"(0,1.5)",2025-03,3609,LNE_excl_IRD
Excluding IRDs,"[1.5,3)",2025-03,290,LNE_excl_IRD
Excluding IRDs,"[3,5)",2025-03,216,LNE_excl_IRD
Excluding IRDs,"[5,10)",2025-03,155,LNE_excl_IRD
Excluding IRDs,10 or more,2025-03,421,LNE_excl_IRD
Including IRDs,"(0,1.5)",2013-01,941,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-01,131,SNE_excl_IRD
Including IRDs,"[3,5)",2013-01,60,SNE_excl_IRD
Including IRDs,"[5,10)",2013-01,39,SNE_excl_IRD
Including IRDs,10 or more,2013-01,57,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-01,1018,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-01,102,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-01,41,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-01,34,SNE_excl_IRD
Excluding IRDs,10 or more,2013-01,33,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-02,930,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-02,138,SNE_excl_IRD
Including IRDs,"[3,5)",2013-02,51,SNE_excl_IRD
Including IRDs,"[5,10)",2013-02,52,SNE_excl_IRD
Including IRDs,10 or more,2013-02,57,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-02,1016,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-02,104,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-02,43,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-02,28,SNE_excl_IRD
Excluding IRDs,10 or more,2013-02,37,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-03,930,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-03,139,SNE_excl_IRD
Including IRDs,"[3,5)",2013-03,54,SNE_excl_IRD
Including IRDs,"[5,10)",2013-03,50,SNE_excl_IRD
Including IRDs,10 or more,2013-03,56,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-03,1011,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-03,108,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-03,45,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-03,29,SNE_excl_IRD
Excluding IRDs,10 or more,2013-03,36,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-04,966,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-04,145,SNE_excl_IRD
Including IRDs,"[3,5)",2013-04,56,SNE_excl_IRD
Including IRDs,"[5,10)",2013-04,46,SNE_excl_IRD
Including IRDs,10 or more,2013-04,55,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-04,1049,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-04,118,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-04,38,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-04,32,SNE_excl_IRD
Excluding IRDs,10 or more,2013-04,31,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-05,960,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-05,138,SNE_excl_IRD
Including IRDs,"[3,5)",2013-05,70,SNE_excl_IRD
Including IRDs,"[5,10)",2013-05,47,SNE_excl_IRD
Including IRDs,10 or more,2013-05,53,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-05,1051,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-05,108,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-05,53,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-05,26,SNE_excl_IRD
Excluding IRDs,10 or more,2013-05,30,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-06,976,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-06,142,SNE_excl_IRD
Including IRDs,"[3,5)",2013-06,55,SNE_excl_IRD
Including IRDs,"[5,10)",2013-06,48,SNE_excl_IRD
Including IRDs,10 or more,2013-06,51,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-06,1066,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-06,112,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-06,35,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-06,31,SNE_excl_IRD
Excluding IRDs,10 or more,2013-06,28,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-07,998,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-07,139,SNE_excl_IRD
Including IRDs,"[3,5)",2013-07,60,SNE_excl_IRD
Including IRDs,"[5,10)",2013-07,54,SNE_excl_IRD
Including IRDs,10 or more,2013-07,69,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-07,1085,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-07,119,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-07,40,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-07,37,SNE_excl_IRD
Excluding IRDs,10 or more,2013-07,39,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-08,1001,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-08,133,SNE_excl_IRD
Including IRDs,"[3,5)",2013-08,69,SNE_excl_IRD
Including IRDs,"[5,10)",2013-08,51,SNE_excl_IRD
Including IRDs,10 or more,2013-08,67,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-08,1089,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-08,114,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-08,44,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-08,37,SNE_excl_IRD
Excluding IRDs,10 or more,2013-08,37,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-09,999,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-09,145,SNE_excl_IRD
Including IRDs,"[3,5)",2013-09,63,SNE_excl_IRD
Including IRDs,"[5,10)",2013-09,43,SNE_excl_IRD
Including IRDs,10 or more,2013-09,71,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-09,1088,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-09,110,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-09,49,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-09,34,SNE_excl_IRD
Excluding IRDs,10 or more,2013-09,40,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-10,1038,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-10,144,SNE_excl_IRD
Including IRDs,"[3,5)",2013-10,56,SNE_excl_IRD
Including IRDs,"[5,10)",2013-10,46,SNE_excl_IRD
Including IRDs,10 or more,2013-10,80,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-10,1123,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-10,101,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-10,50,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-10,41,SNE_excl_IRD
Excluding IRDs,10 or more,2013-10,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-11,1034,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-11,149,SNE_excl_IRD
Including IRDs,"[3,5)",2013-11,53,SNE_excl_IRD
Including IRDs,"[5,10)",2013-11,52,SNE_excl_IRD
Including IRDs,10 or more,2013-11,81,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-11,1125,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-11,113,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-11,42,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-11,39,SNE_excl_IRD
Excluding IRDs,10 or more,2013-11,50,SNE_excl_IRD
Including IRDs,"(0,1.5)",2013-12,1031,SNE_excl_IRD
Including IRDs,"[1.5,3)",2013-12,149,SNE_excl_IRD
Including IRDs,"[3,5)",2013-12,58,SNE_excl_IRD
Including IRDs,"[5,10)",2013-12,48,SNE_excl_IRD
Including IRDs,10 or more,2013-12,83,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2013-12,1122,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2013-12,112,SNE_excl_IRD
Excluding IRDs,"[3,5)",2013-12,43,SNE_excl_IRD
Excluding IRDs,"[5,10)",2013-12,43,SNE_excl_IRD
Excluding IRDs,10 or more,2013-12,49,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-01,1076,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-01,164,SNE_excl_IRD
Including IRDs,"[3,5)",2014-01,57,SNE_excl_IRD
Including IRDs,"[5,10)",2014-01,57,SNE_excl_IRD
Including IRDs,10 or more,2014-01,66,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-01,1174,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-01,121,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-01,43,SNE_excl_IRD
Excluding IRDs,"[5,10)",2014-01,50,SNE_excl_IRD
Excluding IRDs,10 or more,2014-01,32,SNE_excl_IRD
Including IRDs,"(0,1.5)",2014-02,1067,SNE_excl_IRD
Including IRDs,"[1.5,3)",2014-02,157,SNE_excl_IRD
Including IRDs,"[3,5)",2014-02,66,SNE_excl_IRD
Including IRDs,"[5,10)",2014-02,57,SNE_excl_IRD
Including IRDs,10 or more,2014-02,68,SNE_excl_IRD
Excluding IRDs,"(0,1.5)",2014-02,1166,SNE_excl_IRD
Excluding IRDs,"[1.5,3)",2014-02,121,SNE_excl_IRD
Excluding IRDs,"[3,5)",2014-02,43,SNE_excl_IRD
