fcm_name,registered_as,dsro,as_of_date,adj_net_capital,net_capital_requirement,excess_net_capital,customer_assets_seg,customer_seg_required,excess_funds_seg,target_residual_seg,funds_section_30_7,customer_pt30_required,excess_funds_30_7,target_residual_30_7,cleared_swap_seg,cleared_swap_required,excess_cleared_swap,target_residual_swap,retail_forex_obligation
WEBULL FINANCIAL LLC,FCM BD,NFA,2025-07-31,184318200,10463902,173854298,39615642,30176202,9439440,1810572,0,0,0,0,1704459,19272,1685187,250000,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2025-07-31,241331110,107835832,133495278,2177208528,2140359638,36848890,25000000,12834383,9745721,3088662,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2025-07-31,8387878746,1969521408,6418357338,8690890999,8177272447,513618552,135000000,367203753,266986116,100217637,25000000,16609639058,15814619836,795019222,510000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2025-08-31,942419825,273903277,668516548,5023112030,4377858785,645253245,350000000,198955904,163406893,35549011,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2025-08-31,484368905,380627966,103740939,8067543085,7946249333,121293752,75000000,336447344,305837904,30609440,15000000,0,0,0,0,0
ADVANTAGE FUTURES LLC,FCM,CME,2025-08-31,39929081,23572514,16356567,627501432,613890416,13611016,7500000,121196107,116209598,4986509,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2025-08-31,16948430,5000000,11948430,99387845,82320588,17067257,1200000,2240942,1864417,376525,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2025-08-31,492231755,39242062,452989693,167366729,139406184,27960545,15000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2025-08-31,7906888532,3333723500,4573165032,18795767246,18134033181,661734065,360000000,5957490475,5606913756,350576719,100000000,21402923611,20904736385,498187226,150000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2025-08-31,1637597,1000000,637597,912971,360872,552099,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2025-08-31,4197463763,1265315483,2932148280,9842480346,8661534889,1180945457,570000000,1187694606,650469189,537225417,210000000,4000245081,3612586699,387658382,165000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2025-08-31,22681522572,5125858431,17555664141,33051215083,31915960149,1135254934,525000000,5525994410,5249538214,276456196,150000000,21488000782,21263802707,224198075,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2025-08-31,456413928,4135273,452278655,5602587,0,5602587,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2025-08-31,292202388,51750397,240451991,1146908785,989624759,157284026,100000000,0,0,0,0,0,0,0,0,61232803
CHS HEDGING LLC,FCM,CBOT,2025-08-31,96321537,9103703,87217834,138534844,67144803,71390041,24300000,1646697,0,1646697,200000,549921,0,549921,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2025-08-31,17749789572,5662191174,12087598398,21146083359,20595671972,550411387,387800000,5167010493,4836754437,330256056,173600000,31070815861,30430662513,640153348,452200000,0
CLEAR STREET LLC,FCM BD,CME,2025-08-31,653425953,106591285,546834668,1421226889,1383691782,37535107,7050000,1960170,595302,1364868,500000,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2025-08-31,39250433,6748581,32501852,187880997,147179887,40701110,15000000,0,0,0,0,0,0,0,0,0
CURVATURE SECURITIES LLC,FCM BD,NFA,2025-08-31,114199665,1500000,112699665,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2025-08-31,1374728388,1500000,1373228388,136570,0,136570,1,483733,0,483733,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2025-08-31,3029598377,350809548,2678788829,3932720676,3781297694,151422982,100000000,1401926061,1300893247,101032814,50000000,178998845,146328628,32670217,10000000,0
DIRECT ACCESS USA LLC,FCM,CME,2025-08-31,18028495,3882102,14146393,79121598,70506832,8614766,2500000,3189676,1778331,1411345,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2025-08-31,27915940,3761180,24154760,338286184,327822641,10463543,2000000,4378793,3217412,1161381,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2025-08-31,71748734,5764192,65984542,150450595,86555900,63894695,11000000,0,0,0,0,0,0,0,0,0
F&O FINANCIAL LLC,FCM,NFA,2025-08-31,2189049,1000000,1189049,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCM RFED,NFA,2025-08-31,61855169,30383515,31471654,0,0,0,0,0,0,0,0,0,0,0,0,217670307
GH FINANCIALS LLC,FCM,CME,2025-08-31,31856887,22576999,9279888,299042523,282292008,16750515,7000000,19282407,15802610,3479797,730000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2025-08-31,21903581665,5859331584,16044250081,41108091171,40148460702,959630469,775000000,9675962356,9089664760,586297596,475000000,24006909061,23419386380,587522681,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2025-08-31,264096379,30600701,233495678,621162372,592904169,28258203,8900000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2025-08-31,1559425752,635233956,924191796,5349034757,5168243899,180790858,148000000,510861767,458453521,52408246,15000000,1815290018,1699257989,116032029,78000000,0
INTERACTIVE BROKERS LLC,FCM BD,CME,2025-08-31,10431004743,1449625653,8981379090,10166079791,9847025894,319053897,155000000,776457803,649062787,127395016,80000000,21019907,17522985,3496922,2000000,33353460
IRONBEAM INC,FCM,CME,2025-08-31,19922879,6203812,13719067,191706777,173666213,18040564,1600000,562581,87411,475170,150000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2025-08-31,2204514646,143196761,2061317885,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2025-08-31,25939089686,7048389565,18890700121,72540170335,69992279877,2547890458,1609822437,7706635192,7178262192,528373000,287130488,22936676479,21925661228,1011015251,591992853,0
LIME TRADING CORP,FCM BD,NFA,2025-08-31,12321328,1000000,11321328,51248,5000,46248,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2025-08-31,499000434,376689459,122310975,4324976199,4117264342,207711857,85000000,442859136,397996038,44863098,7000000,659852,0,659852,250000,0
MAREX CAPITAL MARKETS INC,FCM BD,CME,2025-08-31,749455808,486494224,262961584,8981504904,8842300962,139203942,75000000,297625655,272435498,25190157,8000000,81599590,58770572,22829018,2000000,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2025-08-31,14015900,1764764,12251136,354942985,331291329,23651656,18000000,2692013,0,2692013,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,CME,2025-08-31,116791307,5000000,111791307,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2025-08-31,15573642,2859146,12714496,30328436,13041919,17286517,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2025-08-31,2369666,1000000,1369666,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2025-08-31,1471244799,442086880,1029157919,8156289156,7819850695,336438461,150000000,1640055797,1507313481,132742316,70000000,22900217,0,22900217,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2025-08-31,18679250327,5364412116,13314838211,33347390915,32838145649,509245266,235000000,8852686189,8625794633,226891556,140000000,30777600914,30454190909,323410005,112000000,0
NANHUA USA LLC,FCM,CME,2025-08-31,62241559,25570853,36670706,635304986,584051777,51253209,3500000,848182,182736,665446,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2025-08-31,619998638,1783579,618215059,7508072,0,7508072,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2025-08-31,33496878,1000000,32496878,307049003,274112499,32936504,4000000,3024071,1464052,1560019,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2025-08-31,2411734240,153620743,2258113497,139696303,85189155,54507148,15000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2025-08-31,41209845,27293969,13915876,0,0,0,0,0,0,0,0,0,0,0,0,148444226
PHILLIP CAPITAL INC,FCM BD,CME,2025-08-31,127520113,57948489,69571624,956912913,898759964,58152949,18500000,40020560,31993859,8026701,1000000,0,0,0,0,0
"PLUS500US FINANCIAL SERVICES, LLC",FCM,CBOT,2025-08-31,117333337,47928062,69405275,1200804105,1113819734,86984371,11800000,1418720,347212,1071508,100000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2025-08-31,1769546939,768375915,1001171024,5245425933,4678140414,567285519,360000000,879800461,644384469,235415992,60000000,3186375526,2642790214,543585312,200000000,0
RJ OBRIEN ASSOCIATES LLC,FCM,CME,2025-08-31,371759523,273325208,98434315,5868214695,5593507758,274706937,50000000,233030028,199305057,33724971,20000000,0,0,0,0,0
ROBINHOOD DERIVATIVES LLC,FCM,NFA,2025-08-31,55948172,5891165,50057007,96217629,90645287,5572342,3500000,54,0,54,1,39748037,19470159,20277878,1000000,0
SANTANDER US CAPITAL MARKETS LLC,FCM BD,NYME,2025-08-31,483140662,228439164,254701498,3210513680,3072412692,138100988,85000000,1002326,0,1002326,1000000,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2025-08-31,1511854844,131487110,1380367734,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2025-08-31,5844204987,2287009075,3557195912,23351243210,22888890803,462352407,200000000,7574913594,7168876778,406036816,200000000,2466346522,2244816928,221529594,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2025-08-31,537975618,339476140,198499478,6615984116,6530878426,85105690,60000000,255365195,242645658,12719537,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2025-08-31,47758944,20000000,27758944,538588083,514063239,24524844,2000000,22040987,12217382,9823605,300000,0,0,0,0,0
TASTYFX LLC,RFED,NFA,2025-08-31,63443908,21665968,41777940,0,0,0,0,0,0,0,0,0,0,0,0,43319363
TRADESTATION SECURITIES INC,FCM BD,CME,2025-08-31,217392269,10769374,206622895,830908894,769298487,61610407,9000000,21537694,16690682,4847012,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2025-08-31,22809996,20000000,2809996,0,0,0,0,0,0,0,0,0,0,0,0,2555987
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2025-08-31,1154747348,133725585,1021021763,246048664,158134186,87914478,35000000,39149539,697952,38451587,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2025-08-31,4182284062,1016244224,3166039838,7931970431,7627790875,304179556,150000000,1792268006,1635711500,156556506,75000000,1153077293,896095808,256981485,125000000,0
WEBULL FINANCIAL LLC,FCM BD,NFA,2025-08-31,190108536,14080992,176027544,40836554,31636634,9199920,1898198,0,0,0,0,1628463,15172,1613291,250000,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2025-08-31,238353457,86457468,151895989,2277779786,2236855235,40924551,25000000,13425474,10562832,2862642,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2025-08-31,9347498139,1918176544,7429321595,9001839614,8468406069,533433545,135000000,344634935,242155663,102479272,25000000,16435160597,15674249790,760910807,510000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2025-09-30,831184831,257942128,573242703,4809085724,4086185461,722900263,350000000,207778091,173112813,34665278,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2025-09-30,495066486,404772023,90294463,8760641688,8642435920,118205768,75000000,402321535,371185195,31136340,15000000,0,0,0,0,0
ADVANTAGE FUTURES LLC,FCM,CME,2025-09-30,38361730,20879829,17481901,621827034,608726250,13100784,7500000,113499060,109110281,4388779,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,CME,2025-09-30,16831872,5000000,11831872,101851892,84447897,17403995,1200000,2020529,1658956,361573,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2025-09-30,501986212,48631115,453355097,172507768,147703637,24804131,15000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2025-09-30,7621580433,3454422867,4167157566,18943382951,18140430050,802952901,360000000,5569075825,5218103450,350972375,100000000,22179135829,21540513191,638622638,150000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2025-09-30,1643555,1000000,643555,920742,364879,555863,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2025-09-30,4108937262,1172524975,2936412287,9226827948,8487448095,739379853,570000000,1220455667,746820533,473635134,210000000,4086250743,3605457280,480793463,175000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2025-09-30,18616296784,5112176716,13504120068,32559811172,31559322128,1000489044,525000000,6020130192,5524005027,496125165,150000000,21797985876,21382313384,415672492,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2025-09-30,410909923,6922464,403987459,5621491,0,5621491,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2025-09-30,301033352,57438181,243595171,981167350,821567533,159599817,100000000,0,0,0,0,0,0,0,0,60302504
CHS HEDGING LLC,FCM,CBOT,2025-09-30,94771454,9568109,85203345,147541867,75937138,71604729,24300000,1649815,0,1649815,200000,550962,0,550962,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2025-09-30,19123994728,5898758790,13225235938,22031673039,21458522632,573150407,396900000,5161080641,4828741262,332339379,172900000,31591540538,30931774857,659765681,454300000,0
CLEAR STREET LLC,FCM BD,CME,2025-09-30,889031481,125111743,763919738,1721848056,1687398979,34449077,7050000,1944593,567499,1377094,500000,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2025-09-30,148506474,7916560,140589914,208233650,165657292,42576358,15000000,0,0,0,0,0,0,0,0,0
CURVATURE SECURITIES LLC,FCM BD,CME,2025-09-30,113478767,1619382,111859385,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2025-09-30,1284470540,1638878,1282831662,135875,0,135875,1,485004,0,485004,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2025-09-30,2561674947,337075386,2224599561,3741961791,3592092770,149869021,100000000,1211111656,1109452772,101658884,50000000,270630509,222659069,47971440,10000000,0
DIRECT ACCESS USA LLC,FCM,CME,2025-09-30,18051478,3014466,15037012,64606522,55373529,9232993,2500000,3290851,1926397,1364454,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2025-09-30,27739977,4733932,23006045,333879223,324634931,9244292,2000000,4404375,3329561,1074814,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2025-09-30,72703476,5462314,67241162,156823631,91286577,65537054,11000000,0,0,0,0,0,0,0,0,0
F&O FINANCIAL LLC,FCM,NFA,2025-09-30,2074422,1000000,1074422,0,0,0,0,0,0,0,0,0,0,0,0,0
FORIS DAX FCM LLC,FCM,NFA,2025-09-30,2033328,1000000,1033328,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCMRFD,NFA,2025-09-30,65752989,30382077,35370912,0,0,0,0,0,0,0,0,0,0,0,0,217641545
GH FINANCIALS LLC,FCM,CME,2025-09-30,31843752,24670662,7173090,315255814,298471264,16784550,7000000,20729585,17173994,3555591,730000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2025-09-30,22256506010,5974082637,16282423373,41077784300,40100147189,977637111,775000000,10157704278,9566160732,591543546,475000000,23495764648,22890316627,605448021,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2025-09-30,265940553,45846919,220093634,913212210,883067984,30144226,8900000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2025-09-30,1256560087,656267720,600292367,6061835584,5893908521,167927063,148000000,586195988,479069272,107126716,15000000,1952547817,1827275524,125272293,78000000,0
INTERACTIVE BROKERS LLC,FCM BD,CME,2025-09-30,10442869397,1627513038,8815356359,10199120169,9994715107,204405062,155000000,797241537,674350163,122891374,80000000,22651925,19146592,3505333,2000000,34190895
IRONBEAM INC,FCM,CME,2025-09-30,15662767,5986787,9675980,194266539,179639096,14627443,1600000,569182,92559,476623,150000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2025-09-30,1947227494,157305179,1789922315,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2025-09-30,25242697213,7000575048,18242122165,73487525716,70907969630,2579556086,1630883301,8096648244,7555952244,540696000,302238090,23433854721,22500730113,933124608,607519713,0
LIME TRADING CORP,FCM BD,NFA,2025-09-30,11237158,1000000,10237158,51219,4752,46467,20000,40010,0,40010,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2025-09-30,497985369,366443577,131541792,4350069212,4192402806,157666406,85000000,540725044,495081145,45643899,7000000,659596,0,659596,250000,0
MAREX CAPITAL MARKETS INC,FCM BD,CME,2025-09-30,774818413,525671379,249147034,9601364546,9469070534,132294012,75000000,303669197,278374688,25294509,8000000,83950541,60803306,23147235,2000000,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2025-09-30,14292553,1600292,12692261,351932318,329012130,22920188,18000000,2701890,0,2701890,1000000,0,0,0,0,0
MFI FUNDING LLC,FCM,CME,2025-09-30,277771514,10225857,267545657,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2025-09-30,15751264,3300184,12451080,43357698,25717098,17640600,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2025-09-30,2370480,1000000,1370480,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2025-09-30,1317351632,406802086,910549546,7251579574,6912579871,338999703,150000000,1546138600,1414093953,132044647,70000000,22963373,0,22963373,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2025-09-30,18525577565,5390659209,13134918356,34415412684,33904045395,511367289,235000000,8823349125,8616141624,207207501,140000000,31110542536,30794804248,315738288,112000000,0
NANHUA USA LLC,FCM,CME,2025-09-30,61096611,43921311,17175300,924007714,871359166,52648548,3500000,1045439,378653,666786,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2025-09-30,624184094,1151092,623033002,7509045,0,7509045,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2025-09-30,63779233,1000000,62779233,325936754,289321704,36615050,4000000,3057546,1461984,1595562,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2025-09-30,2197341328,165424879,2031916449,141543431,96532862,45010569,19000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2025-09-30,42853005,27246996,15606009,0,0,0,0,0,0,0,0,0,0,0,0,147285905
PERFORMANCE PREDICTIONS II LLC,FCM,NFA,2025-09-30,2420687,1000000,1420687,0,0,0,0,0,0,0,0,0,0,0,0,0
PHILLIP CAPITAL INC,FCM BD,CME,2025-09-30,133111742,64936424,68175318,1144624689,1086713799,57910890,19500000,41164236,34430764,6733472,1000000,0,0,0,0,0
"PLUS500US FINANCIAL SERVICES, LLC",FCM,CBOT,2025-09-30,118878732,50336776,68541956,1255367280,1170023008,85344272,11800000,1360008,285139,1074869,100000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2025-09-30,1629927642,774499574,855428068,5281478142,4748392152,533085990,360000000,940332092,701453511,238878581,60000000,3154009325,2608524732,545484593,200000000,0
RJ OBRIEN ASSOCIATES LLC,FCM,CME,2025-09-30,367390564,275825843,91564721,6293635964,6015723404,277912560,50000000,280797492,248213508,32583984,20000000,0,0,0,0,0
ROBINHOOD DERIVATIVES LLC,FCM,NFA,2025-09-30,74576464,8398699,66177765,123004293,116022751,6981542,3500000,54,0,54,1,63047812,21902264,41145548,1000000,0
SANTANDER US CAPITAL MARKETS LLC,FCM BD,NYME,2025-09-30,547518407,215945456,331572951,3074185299,2931096257,143089042,85000000,1001071,0,1001071,1000000,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2025-09-30,1128646302,126792401,1001853901,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2025-09-30,5779973356,2251181529,3528791827,23929879468,23431269932,498609536,200000000,7821827750,7423900954,397926796,200000000,2583114656,2365724185,217390471,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2025-09-30,523853551,362812468,161041083,7244804573,7159633584,85170989,60000000,260367283,247119917,13247366,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2025-09-30,49028900,20000000,29028900,546772598,521460466,25312132,2000000,23415734,13539526,9876208,300000,0,0,0,0,0
TASTYFX LLC,RFED,NFA,2025-09-30,64758165,21686991,43071174,0,0,0,0,0,0,0,0,0,0,0,0,43739822
TRADESTATION SECURITIES INC,FCM BD,CME,2025-09-30,229704838,11226156,218478682,845951820,778768843,67182977,9000000,21404634,16506801,4897833,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2025-09-30,22753930,20000000,2753930,0,0,0,0,0,0,0,0,0,0,0,0,2461100
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2025-09-30,1204029547,144075772,1059953775,267126709,182924261,84202448,35000000,39210067,693297,38516770,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2025-09-30,4216463014,1048381843,3168081171,8542996724,8237033533,305963191,150000000,1892280746,1756537381,135743365,75000000,1210334453,846540582,363793871,125000000,0
WEBULL FINANCIAL LLC,FCM BD,NFA,2025-09-30,185933357,15788415,170144942,41417444,34753781,6663663,2085227,0,0,0,0,3789748,39597,3750151,250000,0
WEDBUSH SECURITIES INC,FCM BD SD,CBOT/NFA,2025-09-30,251104806,113108597,137996209,2327647589,2289916839,37730750,25000000,13797739,11023034,2774705,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2025-09-30,9623457825,1907196736,7716261089,8965902165,8427728780,538173385,135000000,378293823,264438905,113854918,25000000,16232793704,15465446966,767346738,550000000,0
ABN AMRO CLEARING USA LLC,FCM BD,CBOT,2025-10-31,830565362,266877778,563687584,5248058112,4248538506,999519606,350000000,193968544,154877523,39091021,15000000,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2025-10-31,527511005,404314942,123196063,9131436732,9013502916,117933816,75000000,409786406,379223868,30562538,15000000,0,0,0,0,0
ADVANTAGE FUTURES LLC,FCM,CME,2025-10-31,38792100,19792011,19000089,624575661,611667612,12908049,7000000,113327243,109147654,4179589,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,CME,2025-10-31,17007565,5000000,12007565,98406916,81188652,17218264,1200000,1892957,1379706,513251,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2025-10-31,508933793,53980194,454953599,176669392,149848191,26821201,15000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2025-10-31,6803812522,3599120225,3204692297,19541712627,18821816742,719895885,360000000,5705663653,5371166760,334496893,100000000,23509852306,22942803804,567048502,150000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2025-10-31,1649389,1000000,649389,1095812,537665,558147,100000,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2025-10-31,4264158563,1158351804,3105806759,9136482588,8371982259,764500329,570000000,1023171363,642117408,381053955,210000000,3902864597,3327994855,574869742,180000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2025-10-31,19936960760,5074945707,14862015053,32724930824,31695680274,1029250550,525000000,5654005714,5404339159,249666555,150000000,21755516928,21508225880,247291048,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2025-10-31,598189696,5634938,592554758,5640350,0,5640350,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2025-10-31,312002310,55554520,256447790,977296823,825380750,151916073,100000000,0,0,0,0,0,0,0,0,59907340
CHS HEDGING LLC,FCM,CBOT,2025-10-31,98236810,11911024,86325786,148116168,75409552,72706616,24300000,1652821,0,1652821,200000,551966,0,551966,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2025-10-31,17951245010,5959657818,11991587192,21756019463,21175108765,580910698,399000000,5034771904,4704197172,330574732,175700000,31822553257,31152428014,670125243,453600000,0
CLEAR STREET LLC,FCM BD,CME,2025-10-31,945864849,132314405,813550444,1645866649,1608026478,37840171,7050000,2290695,909127,1381568,500000,0,0,0,0,0
COINBASE FINANCIAL MARKETS INC,FCM,NFA,2025-10-31,150487136,8090560,142396576,223783479,177675951,46107528,15000000,0,0,0,0,0,0,0,0,0
CURVATURE SECURITIES LLC,FCM BD,CME,2025-10-31,116876687,1000000,115876687,0,0,0,0,0,0,0,0,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2025-10-31,1249152159,1685170,1247466989,130838,0,130838,1,478965,0,478965,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2025-10-31,2973557690,331982787,2641574903,3704512524,3553727337,150785187,100000000,1175222202,1075003620,100218582,50000000,476019851,393952967,82066884,10000000,0
DIRECT ACCESS USA LLC,FCM,CME,2025-10-31,17898587,2588656,15309931,75458335,65572141,9886194,2500000,3579060,2261547,1317513,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2025-10-31,27506122,5363884,22142238,297394222,288954447,8439775,2000000,4888283,3842969,1045314,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2025-10-31,73164353,5995806,67168547,161934740,95274337,66660403,11000000,0,0,0,0,0,0,0,0,0
FANDUEL PREDICTION MARKETS LLC,FCM,NFA,2025-10-31,1689476,1000000,689476,0,0,0,0,0,0,0,0,0,0,0,0,0
FORIS DAX FCM LLC,FCM,NFA,2025-10-31,1960231,1000000,960231,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCMRFD,NFA,2025-10-31,69377073,30272484,39104589,0,0,0,0,0,0,0,0,0,0,0,0,215449679
GH FINANCIALS LLC,FCM,CME,2025-10-31,48025853,22903866,25121987,328250773,304829628,23421145,7000000,23809904,20175071,3634833,730000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2025-10-31,22893895830,6195940819,16697955011,41213389302,40201811891,1011577411,775000000,10529621252,9941997219,587624033,475000000,24463659879,23855176384,608483495,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM,CME,2025-10-31,267139036,53654303,213484733,999537611,966992612,32544999,8900000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2025-10-31,1618018291,657552468,960465823,6111096547,5902951641,208144906,189000000,562494156,463350939,99143217,15000000,1770008950,1623479383,146529567,87000000,0
