date,market,lev_fund_long,lev_fund_short,lev_fund_spreading,lev_fund_net
2018-04-17,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10800,13376,934,-2576
2018-04-17,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,13211,1811,404,11400
2018-04-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,53999,66881,4671,-12882
2018-04-17,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,2057,36,-2057
2018-04-17,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,1000,1102,0,-102
2018-04-17,DJIA Consolidated - CHICAGO BOARD OF TRADE,8731,6689,986,2042
2018-04-17,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3480,0,0,3480
2018-04-24,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,352,1292,41,-940
2018-04-24,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3035,0,0,3035
2018-04-24,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,2019,0,0,2019
2018-04-24,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,127258,99494,11665,27764
2018-04-24,DJIA Consolidated - CHICAGO BOARD OF TRADE,11027,10562,1237,465
2018-04-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,425049,443465,89411,-18416
2018-04-24,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9649,17990,721,-8341
2018-04-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,48245,89949,3605,-41704
2018-04-24,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,22054,21123,2474,931
2018-04-24,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1822,37,-1822
2018-04-24,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,2869,538,2,2331
2018-04-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,83497,81015,31205,2482
2018-04-24,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,13182,2104,901,11078
2018-04-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,10983,4818,827,6165
2018-04-24,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,930,1169,0,-239
2018-04-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,948,731,448,217
2018-05-01,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1822,37,-1822
2018-05-01,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,1180,731,178,449
2018-05-01,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,2364,538,0,1826
2018-05-01,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,807,1558,0,-751
2018-05-01,DJIA Consolidated - CHICAGO BOARD OF TRADE,11852,10157,679,1695
2018-05-01,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,10455,8222,406,2233
2018-05-01,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,439,0,0,439
2018-05-01,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,23704,20313,1357,3391
2018-05-01,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,448920,365350,73257,83570
2018-05-01,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,13562,1238,936,12324
2018-05-01,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1448,0,0,1448
2018-05-01,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9192,13964,761,-4772
2018-05-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,45961,69821,3807,-23860
2018-05-01,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,352,1292,41,-940
2018-05-01,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,84808,65861,30488,18947
2018-05-01,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,137339,103344,12574,33995
2018-05-08,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,139993,101755,11226,38238
2018-05-08,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,22952,21472,870,1480
2018-05-08,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1513,37,-1513
2018-05-08,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,14575,1457,184,13118
2018-05-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,45701,67414,4521,-21713
2018-05-08,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1448,0,0,1448
2018-05-08,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,255,0,0,255
2018-05-08,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,73573,72049,31401,1524
2018-05-08,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,12306,9824,136,2482
2018-05-08,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9140,13483,904,-4343
2018-05-08,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,1706,1305,0,401
2018-05-08,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,2336,538,0,1798
2018-05-08,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,0,0,0,0
2018-05-08,DJIA Consolidated - CHICAGO BOARD OF TRADE,11476,10736,435,740
2018-05-08,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,1405,0,-1405
2018-05-08,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,396094,400886,66565,-4792
2018-05-08,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,352,1292,41,-940
2018-05-08,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,2150,731,178,1419
2018-05-15,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,73897,74097,37348,-200
2018-05-15,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,153224,106963,8000,46261
2018-05-15,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,21321,17133,2543,4188
2018-05-15,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,15218,2519,195,12699
2018-05-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,51324,76086,3099,-24762
2018-05-15,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,2150,1080,0,1070
2018-05-15,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,255,0,0,255
2018-05-15,DJIA Consolidated - CHICAGO BOARD OF TRADE,10661,8567,1272,2094
2018-05-15,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,12941,9221,104,3720
2018-05-15,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,401481,421080,89520,-19599
2018-05-15,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,352,1292,41,-940
2018-05-15,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1365,37,-1365
2018-05-15,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1448,0,0,1448
2018-05-15,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,2170,731,178,1439
2018-05-15,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,0,0,0,0
2018-05-15,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10265,15217,620,-4952
2018-05-15,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,8472,538,0,7934
2018-05-22,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,406479,427893,85578,-21414
2018-05-22,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,73707,76146,38077,-2439
2018-05-22,DJIA Consolidated - CHICAGO BOARD OF TRADE,10784,7898,993,2886
2018-05-22,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,21567,15796,1985,5771
2018-05-22,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,168269,112728,9273,55541
2018-05-22,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,16762,2717,334,14045
2018-05-22,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,0,0,0,0
2018-05-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,43506,83887,5350,-40381
2018-05-22,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,8701,16777,1070,-8076
2018-05-22,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,8472,538,0,7934
2018-05-22,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,3450,731,178,2719
2018-05-22,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,2230,1191,0,1039
2018-05-22,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1364,38,-1364
2018-05-22,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,12954,11111,418,1843
2018-05-22,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,1702,0,-1702
2018-05-22,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,352,1294,39,-942
2018-05-22,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,255,0,0,255
2018-05-22,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1448,0,0,1448
2018-05-29,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,405636,471071,75325,-65435
2018-05-29,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,76097,84834,35698,-8737
2018-05-29,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,528,0,0,528
2018-05-29,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,3450,731,178,2719
2018-05-29,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,0,0,0,0
2018-05-29,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,2256,820,0,1436
2018-05-29,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,23902,17665,3066,6237
2018-05-29,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,17758,2400,430,15358
2018-05-29,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,174255,114314,10149,59941
2018-05-29,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,1294,39,-1294
2018-05-29,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1364,38,-1364
2018-05-29,DJIA Consolidated - CHICAGO BOARD OF TRADE,11951,8833,1533,3118
2018-05-29,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,9383,14701,800,-5318
2018-05-29,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,734,0,459,734
2018-05-29,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,15338,10988,265,4350
2018-05-29,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,10529,0,0,10529
2018-05-29,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,46913,73505,4001,-26592
2018-06-05,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,17199,2785,333,14414
2018-06-05,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1244,38,-1244
2018-06-05,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,734,0,408,734
2018-06-05,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,69296,77076,38818,-7780
2018-06-05,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11841,12901,1723,-1060
2018-06-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,59203,64506,8617,-5303
2018-06-05,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,15162,5814,368,9348
2018-06-05,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,360139,445781,102779,-85642
2018-06-05,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,174651,116660,11504,57991
2018-06-05,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,1294,39,-1294
2018-06-05,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,22262,14503,534,7759
2018-06-05,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,7966,0,1,7966
2018-06-05,RUSSELL 2000 MINI INDEX FUTURE - ICE FUTURES U.S.,1794,1540,0,254
2018-06-05,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,3570,731,178,2839
2018-06-05,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,527,0,0,527
2018-06-05,DJIA Consolidated - CHICAGO BOARD OF TRADE,11131,7252,267,3879
2018-06-12,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,734,0,16,734
2018-06-12,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,172337,117722,19069,54615
2018-06-12,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10612,13427,763,-2815
2018-06-12,E-MINI S&P CONSUMER DISC INDEX - CHICAGO MERCANTILE EXCHANGE,281,220,0,61
2018-06-12,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,6756,0,0,6756
2018-06-12,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,267,0,0,267
2018-06-12,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,72399,81649,52431,-9250
2018-06-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,53059,67136,3817,-14077
2018-06-12,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,0,1244,38,-1244
2018-06-12,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,5218,0,408,5218
2018-06-12,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,23388,11664,5019,11724
2018-06-12,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,16795,3239,518,13556
2018-06-12,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,370,1294,39,-924
2018-06-12,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,371663,469107,170085,-97444
2018-06-12,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,16218,5979,263,10239
2018-06-12,DJIA Consolidated - CHICAGO BOARD OF TRADE,11694,5832,2510,5862
2018-06-19,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,370,1294,39,-924
2018-06-19,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,527,0,0,527
2018-06-19,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,6518,0,408,6518
2018-06-19,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,23407,17690,2050,5717
2018-06-19,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,64466,82099,14771,-17633
2018-06-19,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1438,0,0,1438
2018-06-19,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,18332,3210,620,15122
2018-06-19,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10022,13943,1082,-3921
2018-06-19,DJIA Consolidated - CHICAGO BOARD OF TRADE,11704,8845,1025,2859
2018-06-19,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,6477,0,0,6477
2018-06-19,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,169002,120521,12087,48481
2018-06-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,50108,69714,5412,-19606
2018-06-19,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,314219,412618,69214,-98399
2018-06-19,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2350,303,200,2047
2018-06-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,51408,82817,3941,-31409
2018-06-26,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,8238,0,408,8238
2018-06-26,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,71037,85934,14899,-14897
2018-06-26,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,163429,135913,12792,27516
2018-06-26,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,1398,0,-1398
2018-06-26,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,747,0,0,747
2018-06-26,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,20845,21380,2305,-535
2018-06-26,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,335956,429691,66208,-93735
2018-06-26,DJIA Consolidated - CHICAGO BOARD OF TRADE,10423,10690,1153,-267
2018-06-26,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5302,1452,201,3850
2018-06-26,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,7075,0,0,7075
2018-06-26,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,19328,2480,993,16848
2018-06-26,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1438,0,0,1438
2018-06-26,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,370,1296,37,-926
2018-06-26,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,10282,16563,788,-6281
2018-07-03,DJIA Consolidated - CHICAGO BOARD OF TRADE,9305,7836,2187,1469
2018-07-03,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,11906,0,0,11906
2018-07-03,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,18609,15672,4373,2937
2018-07-03,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,921,0,91,921
2018-07-03,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,3167,0,-3167
2018-07-03,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,734,0,0,734
2018-07-03,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,160639,145500,12748,15139
2018-07-03,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,12780,16862,898,-4082
2018-07-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,63902,84308,4490,-20406
2018-07-03,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5016,946,1,4070
2018-07-03,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,65397,79632,15229,-14235
2018-07-03,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,370,1449,107,-1079
2018-07-03,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,306650,398174,71393,-91524
2018-07-03,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,19536,1227,1167,18309
2018-07-03,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,8298,0,408,8298
2018-07-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,64143,87137,3279,-22994
2018-07-10,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,19434,2566,1034,16868
2018-07-10,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,334,1333,18,-999
2018-07-10,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,19381,14484,3545,4897
2018-07-10,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,11547,0,0,11547
2018-07-10,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,747,0,0,747
2018-07-10,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,64000,85665,17270,-21665
2018-07-10,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,974,0,0,974
2018-07-10,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,3147,0,-3147
2018-07-10,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,310066,434216,71374,-124150
2018-07-10,DJIA Consolidated - CHICAGO BOARD OF TRADE,9691,7242,1773,2449
2018-07-10,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,12829,17427,656,-4598
2018-07-10,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4980,1815,2,3165
2018-07-10,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,8696,0,408,8696
2018-07-10,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,160389,161538,13662,-1149
2018-07-17,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,156860,156777,13909,83
2018-07-17,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,11626,0,0,11626
2018-07-17,DJIA Consolidated - CHICAGO BOARD OF TRADE,10655,6698,1516,3957
2018-07-17,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,14039,15856,748,-1817
2018-07-17,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,21309,13396,3031,7913
2018-07-17,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,974,0,0,974
2018-07-17,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,8420,0,408,8420
2018-07-17,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,19284,2601,1010,16683
2018-07-17,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,66372,92386,19643,-26014
2018-07-17,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,321909,472027,82105,-150118
2018-07-17,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,334,1333,18,-999
2018-07-17,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5139,1130,73,4009
2018-07-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,70196,79279,3741,-9083
2018-07-17,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,2667,0,-2667
2018-07-17,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,747,651,0,96
2018-07-24,DJIA Consolidated - CHICAGO BOARD OF TRADE,13002,8179,1411,4823
2018-07-24,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,11943,13062,839,-1119
2018-07-24,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,18022,2562,1617,15460
2018-07-24,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,8540,0,408,8540
2018-07-24,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,146772,153285,15819,-6513
2018-07-24,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,693,651,0,42
2018-07-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,59717,65312,4195,-5595
2018-07-24,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,323,1333,18,-1010
2018-07-24,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,26004,16358,2821,9646
2018-07-24,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5621,1192,273,4429
2018-07-24,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,68900,94628,19594,-25728
2018-07-24,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,974,0,0,974
2018-07-24,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,11906,0,0,11906
2018-07-24,E-MINI S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,337301,488085,75701,-150784
2018-07-24,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,0,2700,0,-2700
2018-07-31,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,8745,0,408,8745
2018-07-31,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,67770,83216,20237,-15446
2018-07-31,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,18430,2656,1115,15774
2018-07-31,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,939,0,0,939
2018-07-31,DOW JONES INDUSTRIAL AVG- x $5 - CHICAGO BOARD OF TRADE,29959,15586,2067,14373
2018-07-31,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,12240,13245,771,-1005
2018-07-31,S&P 500 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,5550,2108,0,3442
2018-07-31,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,695,823,106,-128
2018-07-31,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,327,1324,23,-997
2018-07-31,E-MINI RUSSELL 2000 INDEX - CHICAGO MERCANTILE EXCHANGE,148065,148138,15718,-73
2018-07-31,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,12191,411,0,11780
2018-07-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,61198,66227,3853,-5029
2018-07-31,DJIA Consolidated - CHICAGO BOARD OF TRADE,14980,7793,1034,7187
