date,market,lev_fund_long,lev_fund_short,lev_fund_spreading,lev_fund_net
2024-04-30,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,157811,353701,59683,-195890
2024-04-30,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3234,1034,101,2200
2024-04-30,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,31638,19978,2958,11660
2024-04-30,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3383,4261,0,-878
2024-04-30,DJIA Consolidated - CHICAGO BOARD OF TRADE,18870,9862,2250,9008
2024-04-30,DJIA x $5 - CHICAGO BOARD OF TRADE,18870,9862,2250,9008
2024-04-30,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,169983,359038,60979,-189055
2024-04-30,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,326,1094,0,-768
2024-04-30,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,20780,46618,743,-25838
2024-04-30,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1126,3167,28,-2041
2024-04-30,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,45784,99667,10080,-53883
2024-04-30,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,105103,13636,27813,91467
2024-04-30,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,8523,62443,71263,-53920
2024-04-30,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,13503,15462,1811,-1959
2024-04-30,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,6222,1280,0,4942
2024-04-30,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,500,0,0,500
2024-04-30,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,45119,96418,8593,-51299
2024-04-30,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,4037,1055,0,2982
2024-04-30,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,127718,59363,6967,68355
2024-05-07,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,2397,1906,0,491
2024-05-07,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,834,2911,28,-2077
2024-05-07,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1215,360,0,855
2024-05-07,DJIA Consolidated - CHICAGO BOARD OF TRADE,17456,9661,2736,7795
2024-05-07,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,10223,68016,77211,-57793
2024-05-07,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3278,4918,0,-1640
2024-05-07,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,25674,16504,2453,9170
2024-05-07,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,758,0,0,758
2024-05-07,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,42643,90577,5457,-47934
2024-05-07,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,161878,422128,56689,-260250
2024-05-07,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,162959,415080,70682,-252121
2024-05-07,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43005,90022,7908,-47017
2024-05-07,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,108150,17622,29692,90528
2024-05-07,DJIA x $5 - CHICAGO BOARD OF TRADE,17456,9661,2736,7795
2024-05-07,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,4412,924,0,3488
2024-05-07,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,49041,146962,8638,-97921
2024-05-07,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,16128,14836,1697,1292
2024-05-07,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,32069,20259,2472,11810
2024-05-07,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,145708,64413,5036,81295
2024-05-07,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,5433,956,0,4477
2024-05-07,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,349,1053,0,-704
2024-05-07,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3102,1999,110,1103
2024-05-07,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,456,6500,10,-6044
2024-05-14,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,110872,21686,26051,89186
2024-05-14,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,15353,13881,1740,1472
2024-05-14,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2822,1526,71,1296
2024-05-14,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,500,0,0,500
2024-05-14,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,233,6698,10,-6465
2024-05-14,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,43840,98807,5289,-54967
2024-05-14,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,33428,16681,1982,16747
2024-05-14,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1094,398,0,696
2024-05-14,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43412,96704,9258,-53292
2024-05-14,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,2352,2105,0,247
2024-05-14,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,12010,67553,82676,-55543
2024-05-14,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,32354,20259,2472,12095
2024-05-14,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,155015,66750,3752,88265
2024-05-14,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,353,686,0,-333
2024-05-14,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,53052,152896,9091,-99844
2024-05-14,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,929,2769,32,-1840
2024-05-14,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,5225,815,0,4410
2024-05-14,DJIA Consolidated - CHICAGO BOARD OF TRADE,23760,12670,1753,11090
2024-05-14,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,3285,1308,0,1977
2024-05-14,DJIA x $5 - CHICAGO BOARD OF TRADE,23760,12670,1753,11090
2024-05-14,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,160172,443822,73591,-283650
2024-05-14,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2658,4205,0,-1547
2024-05-14,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,159771,452247,58115,-292476
2024-05-21,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,5438,652,0,4786
2024-05-21,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,2380,2674,0,-294
2024-05-21,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,12310,64366,83512,-52056
2024-05-21,DJIA x $5 - CHICAGO BOARD OF TRADE,26503,14170,2411,12333
2024-05-21,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,170681,73590,3658,97091
2024-05-21,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,16457,17589,1707,-1132
2024-05-21,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2604,5020,0,-2416
2024-05-21,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,111867,22369,24841,89498
2024-05-21,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,669,243,0,426
2024-05-21,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,573,6991,10,-6418
2024-05-21,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2769,1983,58,786
2024-05-21,DJIA Consolidated - CHICAGO BOARD OF TRADE,26999,13980,3082,13019
2024-05-21,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,167055,501133,58298,-334078
2024-05-21,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,49379,153244,10410,-103865
2024-05-21,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,500,0,0,500
2024-05-21,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,42742,82648,4074,-39906
2024-05-21,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1115,3567,0,-2452
2024-05-21,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42446,80283,8236,-37837
2024-05-21,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,168594,492963,74193,-324369
2024-05-21,MICRO E-MINI DJIA (x$0.5) - CHICAGO BOARD OF TRADE,11547,4691,115,6856
2024-05-21,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,36128,15439,2538,20689
2024-05-21,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,33190,20959,2413,12231
2024-05-28,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,500,314,0,186
2024-05-28,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,40340,85768,5375,-45428
2024-05-28,DJIA x $5 - CHICAGO BOARD OF TRADE,19250,10448,4515,8802
2024-05-28,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,110283,21585,24509,88698
2024-05-28,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,175982,506487,73967,-330505
2024-05-28,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,164667,73677,4438,90990
2024-05-28,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,5415,1351,0,4064
2024-05-28,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,50464,160252,12591,-109788
2024-05-28,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,174279,513883,58759,-339604
2024-05-28,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,637,243,0,394
2024-05-28,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,705,1526,0,-821
2024-05-28,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,1110,4436,0,-3326
2024-05-28,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,340,7612,6,-7272
2024-05-28,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2761,4403,0,-1642
2024-05-28,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,42415,17639,2904,24776
2024-05-28,DJIA Consolidated - CHICAGO BOARD OF TRADE,19250,10448,4515,8802
2024-05-28,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,2364,2657,0,-293
2024-05-28,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,40368,83318,9879,-42950
2024-05-28,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,14075,66390,94367,-52315
2024-05-28,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,32990,20959,2413,12031
2024-05-28,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3336,2568,65,768
2024-05-28,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1590,409,0,1181
2024-05-28,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,15471,17313,1537,-1842
2024-06-04,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,96840,21674,25422,75166
2024-06-04,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,4114,1077,3,3037
2024-06-04,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,619,6939,9,-6320
2024-06-04,DJIA Consolidated - CHICAGO BOARD OF TRADE,20830,16078,4862,4752
2024-06-04,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,4616,424,0,4192
2024-06-04,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,35214,72013,4872,-36799
2024-06-04,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,567,243,0,324
2024-06-04,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,304,4363,0,-4059
2024-06-04,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,31450,21548,2203,9902
2024-06-04,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,35637,72022,7077,-36385
2024-06-04,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,24704,20570,1571,4134
2024-06-04,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,14537,22442,1338,-7905
2024-06-04,E-MINI S&P INDUSTRIAL INDEX - CHICAGO MERCANTILE EXCHANGE,252,1501,0,-1249
2024-06-04,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,18090,67042,103007,-48952
2024-06-04,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,52451,154793,12306,-102342
2024-06-04,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,500,314,0,186
2024-06-04,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1781,2634,0,-853
2024-06-04,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,159209,493896,83520,-334687
2024-06-04,DJIA x $5 - CHICAGO BOARD OF TRADE,20830,16078,4862,4752
2024-06-04,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,184565,77278,3993,107287
2024-06-04,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2579,4999,0,-2420
2024-06-04,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,157597,503013,66276,-345416
2024-06-04,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1397,374,0,1023
2024-06-11,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1106,2654,0,-1548
2024-06-11,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3391,5489,0,-2098
2024-06-11,DJIA Consolidated - CHICAGO BOARD OF TRADE,25767,17602,4343,8165
2024-06-11,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,17590,65642,110557,-48052
2024-06-11,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,15530,24073,898,-8543
2024-06-11,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,36718,83929,6508,-47211
2024-06-11,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,619,6479,224,-5860
2024-06-11,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,247,503,0,-256
2024-06-11,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,737,314,0,423
2024-06-11,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,52877,146861,14365,-93984
2024-06-11,DJIA x $5 - CHICAGO BOARD OF TRADE,25531,17345,3797,8186
2024-06-11,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,209830,74523,3475,135307
2024-06-11,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,36933,81315,11117,-44382
2024-06-11,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,4250,856,86,3394
2024-06-11,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3145,1159,3,1986
2024-06-11,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,46893,18603,1346,28290
2024-06-11,MICRO E-MINI DJIA (x$0.5) - CHICAGO BOARD OF TRADE,7699,7905,118,-206
2024-06-11,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,157028,511028,97138,-354000
2024-06-11,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,95536,23291,22643,72245
2024-06-11,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,915,0,-915
2024-06-11,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,31697,22848,1933,8849
2024-06-11,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,291,4114,146,-3823
2024-06-11,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,154329,521859,78507,-367530
2024-06-11,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1741,394,15,1347
2024-06-11,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,1410,1704,672,-294
2024-06-18,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,36859,148352,34192,-111493
2024-06-18,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,169695,527840,197045,-358145
2024-06-18,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,168003,539413,176370,-371410
2024-06-18,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,1398,1401,672,-3
2024-06-18,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42957,97628,22468,-54671
2024-06-18,DJIA x $5 - CHICAGO BOARD OF TRADE,14134,20346,6659,-6212
2024-06-18,MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE,16759,24656,982,-7897
2024-06-18,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,4195,1112,601,3083
2024-06-18,DJIA Consolidated - CHICAGO BOARD OF TRADE,14134,20346,6659,-6212
2024-06-18,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,3005,1455,3,1550
2024-06-18,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,95703,23391,23653,72312
2024-06-18,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,204488,71847,19177,132641
2024-06-18,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,619,6419,215,-5800
2024-06-18,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,0,548,0,-548
2024-06-18,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1143,779,185,364
2024-06-18,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3843,6560,38,-2717
2024-06-18,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,50198,20777,8145,29421
2024-06-18,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,949,486,-949
2024-06-18,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,42251,99864,17339,-57613
2024-06-18,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,0,3441,226,-3441
2024-06-18,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,33736,22962,928,10774
2024-06-18,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,819,2894,260,-2075
2024-06-18,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,22402,68970,115105,-46568
2024-06-18,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1882,340,376,1542
2024-06-25,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,94911,24036,22425,70875
2024-06-25,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,2742,4822,0,-2080
2024-06-25,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1253,670,0,583
2024-06-25,DJIA Consolidated - CHICAGO BOARD OF TRADE,15135,16763,3863,-1628
2024-06-25,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,439,1444,0,-1005
2024-06-25,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,20253,33406,1574,-13153
2024-06-25,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,134364,424451,28081,-290087
2024-06-25,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,28746,42492,97359,-13746
2024-06-25,DJIA x $5 - CHICAGO BOARD OF TRADE,15135,16763,3863,-1628
2024-06-25,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,21472,12408,2679,9064
2024-06-25,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,1747,597,0,1150
2024-06-25,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,43816,137650,6774,-93834
2024-06-25,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1982,698,0,1284
2024-06-25,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,246,1146,0,-900
2024-06-25,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,43263,82764,4914,-39501
2024-06-25,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2272,1033,0,1239
2024-06-25,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,41822,82230,3940,-40408
2024-06-25,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,619,2997,0,-2378
2024-06-25,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,0,1439,0,-1439
2024-06-25,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,135213,423985,25049,-288772
2024-07-02,DJIA Consolidated - CHICAGO BOARD OF TRADE,15441,12431,3765,3010
2024-07-02,E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE,215,1291,0,-1076
2024-07-02,E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE,1528,626,0,902
2024-07-02,DJIA x $5 - CHICAGO BOARD OF TRADE,15441,12431,3765,3010
2024-07-02,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,450,590,0,-140
2024-07-02,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,46649,88234,4543,-41585
2024-07-02,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3422,5082,0,-1660
2024-07-02,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,45611,89413,2828,-43802
2024-07-02,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,174079,451285,29008,-277206
2024-07-02,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,26756,18033,1492,8723
2024-07-02,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1959,675,0,1284
2024-07-02,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,223,1447,0,-1224
2024-07-02,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3243,2861,0,382
2024-07-02,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,27376,56964,119079,-29588
2024-07-02,E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE,0,2081,0,-2081
2024-07-02,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,20298,29349,697,-9051
2024-07-02,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,173915,450216,27072,-276301
2024-07-02,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,56661,145678,7156,-89017
2024-07-02,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,246,1176,0,-930
2024-07-02,MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE,26458,4282,1077,22176
2024-07-02,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,0,593,0,-593
2024-07-02,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2552,1822,27,730
2024-07-02,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,104735,28077,21763,76658
2024-07-09,E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE,266,1179,0,-913
2024-07-09,NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE,42359,88166,4417,-45807
2024-07-09,E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE,1381,1858,0,-477
2024-07-09,MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE,30000,31051,748,-1051
2024-07-09,E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,2255,1769,25,486
2024-07-09,E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE,155049,480232,30402,-325183
2024-07-09,S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE,155137,480425,33389,-325288
2024-07-09,S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,118112,28721,20872,89391
2024-07-09,E-MINI S&P REAL ESTATE INDEX - CHICAGO MERCANTILE EXCHANGE,0,626,0,-626
2024-07-09,RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE,62095,131956,7926,-69861
2024-07-09,E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE,201,1704,0,-1503
2024-07-09,E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE,3198,2883,0,315
2024-07-09,NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE,41381,89388,2388,-48007
2024-07-09,S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE,26806,17983,1492,8823
2024-07-09,DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE,3501,4556,0,-1055
2024-07-09,EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE,450,583,0,-133
2024-07-09,DJIA x $5 - CHICAGO BOARD OF TRADE,17582,13438,4289,4144
2024-07-09,ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE,30294,55289,121080,-24995
